order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO59832,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59833,,,2013-06-10,2013-06-17,2013-06-22,2295.0,1.0,2295.0
SO59833,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59834,,,2013-06-10,2013-06-17,2013-06-22,2320.0,1.0,2320.0
SO59835,,,2013-06-10,2013-06-17,2013-06-22,2295.0,1.0,2295.0
SO59835,,,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59836,,,2013-06-10,2013-06-17,2013-06-22,2295.0,1.0,2295.0
SO59836,,,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59836,,,2013-06-10,2013-06-17,2013-06-22,54.0,1.0,54.0
SO59837,,,2013-06-10,2013-06-17,2013-06-22,2320.0,1.0,2320.0
SO59837,,,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59837,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59838,,,2013-06-10,2013-06-17,2013-06-22,2320.0,1.0,2320.0
SO59838,,,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59838,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59838,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59838,,,2013-06-10,2013-06-17,2013-06-22,9.0,1.0,9.0
SO59839,,,2013-06-10,2013-06-17,2013-06-22,2295.0,1.0,2295.0
SO59839,,,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59840,,336.0,2013-06-10,2013-06-17,2013-06-22,4.0,1.0,4.0
SO59840,,336.0,2013-06-10,2013-06-17,2013-06-22,25.0,1.0,25.0
SO59840,,336.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59841,,74.0,2013-06-10,2013-06-17,2013-06-22,25.0,1.0,25.0
SO59841,,74.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59841,,74.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59842,,,2013-06-10,2013-06-17,2013-06-22,4.0,1.0,4.0
SO59842,,,2013-06-10,2013-06-17,2013-06-22,2.0,1.0,2.0
SO59843,,6368.0,2013-06-10,2013-06-17,2013-06-22,540.0,1.0,540.0
SO59844,,12883.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59845,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59845,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59846,,,2013-06-10,2013-06-17,2013-06-22,30.0,1.0,30.0
SO59846,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59846,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59847,,8401.0,2013-06-10,2013-06-17,2013-06-22,30.0,1.0,30.0
SO59847,,8401.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59847,,8401.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59848,,,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59848,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59848,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59849,,5013.0,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59849,,5013.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59850,,,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59850,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59850,,,2013-06-10,2013-06-17,2013-06-22,54.0,1.0,54.0
SO59851,,2650.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59851,,2650.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59851,,2650.0,2013-06-10,2013-06-17,2013-06-22,24.0,1.0,24.0
SO59852,,,2013-06-10,2013-06-17,2013-06-22,70.0,1.0,70.0
SO59853,,2637.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59854,,2148.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59854,,2148.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59855,,10422.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59855,,10422.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59856,,6802.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59856,,6802.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59856,,6802.0,2013-06-10,2013-06-17,2013-06-22,50.0,1.0,50.0
SO59857,,,2013-06-10,2013-06-17,2013-06-22,4.0,1.0,4.0
SO59857,,,2013-06-10,2013-06-17,2013-06-22,33.0,1.0,33.0
SO59857,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59857,,,2013-06-10,2013-06-17,2013-06-22,50.0,1.0,50.0
SO59858,,794.0,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59858,,794.0,2013-06-10,2013-06-17,2013-06-22,55.0,1.0,55.0
SO59859,,2283.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59859,,2283.0,2013-06-10,2013-06-17,2013-06-22,25.0,1.0,25.0
SO59859,,2283.0,2013-06-10,2013-06-17,2013-06-22,2.0,1.0,2.0
SO59860,,192.0,2013-06-10,2013-06-17,2013-06-22,25.0,1.0,25.0
SO59861,,5135.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59861,,5135.0,2013-06-10,2013-06-17,2013-06-22,30.0,1.0,30.0
SO59861,,5135.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59861,,5135.0,2013-06-10,2013-06-17,2013-06-22,50.0,1.0,50.0
SO59862,,4670.0,2013-06-10,2013-06-17,2013-06-22,30.0,1.0,30.0
SO59862,,4670.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59862,,4670.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59863,,5340.0,2013-06-10,2013-06-17,2013-06-22,4.0,1.0,4.0
SO59863,,5340.0,2013-06-10,2013-06-17,2013-06-22,2.0,1.0,2.0
SO59864,,,2013-06-10,2013-06-17,2013-06-22,29.0,1.0,29.0
SO59865,,7219.0,2013-06-10,2013-06-17,2013-06-22,29.0,1.0,29.0
SO59865,,7219.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59865,,7219.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59865,,7219.0,2013-06-10,2013-06-17,2013-06-22,54.0,1.0,54.0
SO59865,,7219.0,2013-06-10,2013-06-17,2013-06-22,9.0,1.0,9.0
SO59866,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59866,,,2013-06-10,2013-06-17,2013-06-22,29.0,1.0,29.0
SO59867,,,2013-06-10,2013-06-17,2013-06-22,29.0,1.0,29.0
SO59867,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59867,,,2013-06-10,2013-06-17,2013-06-22,2.0,1.0,2.0
SO59868,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59868,,,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59868,,,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59869,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59870,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59870,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59870,,,2013-06-10,2013-06-17,2013-06-22,2.0,1.0,2.0
SO59870,,,2013-06-10,2013-06-17,2013-06-22,8.0,1.0,8.0
SO59871,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59871,,,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59871,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59872,,1687.0,2013-06-10,2013-06-17,2013-06-22,1701.0,1.0,1701.0
SO59872,,1687.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59873,,4246.0,2013-06-10,2013-06-17,2013-06-22,565.0,1.0,565.0
SO59874,,4080.0,2013-06-10,2013-06-17,2013-06-22,565.0,1.0,565.0
SO59874,,4080.0,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59874,,4080.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59875,,,2013-06-10,2013-06-17,2013-06-22,2320.0,1.0,2320.0
SO59875,,,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59875,,,2013-06-10,2013-06-17,2013-06-22,10.0,1.0,10.0
SO59875,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59875,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59876,,,2013-06-10,2013-06-17,2013-06-22,2320.0,1.0,2320.0
SO59876,,,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59876,,,2013-06-10,2013-06-17,2013-06-22,9.0,1.0,9.0
SO59877,,,2013-06-10,2013-06-17,2013-06-22,2320.0,1.0,2320.0
SO59877,,,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59878,,,2013-06-10,2013-06-17,2013-06-22,2320.0,1.0,2320.0
SO59878,,,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59878,,,2013-06-10,2013-06-17,2013-06-22,50.0,1.0,50.0
SO59878,,,2013-06-10,2013-06-17,2013-06-22,24.0,1.0,24.0
SO59879,,,2013-06-10,2013-06-17,2013-06-22,2320.0,1.0,2320.0
SO59879,,,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59879,,,2013-06-10,2013-06-17,2013-06-22,8.0,1.0,8.0
SO59880,,,2013-06-10,2013-06-17,2013-06-22,2295.0,1.0,2295.0
SO59880,,,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59880,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59881,,,2013-06-10,2013-06-17,2013-06-22,2295.0,1.0,2295.0
SO59881,,,2013-06-10,2013-06-17,2013-06-22,22.0,1.0,22.0
SO59881,,,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59882,,4190.0,2013-06-10,2013-06-17,2013-06-22,1701.0,1.0,1701.0
SO59882,,4190.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59883,,,2013-06-10,2013-06-17,2013-06-22,1701.0,1.0,1701.0
SO59883,,,2013-06-10,2013-06-17,2013-06-22,54.0,1.0,54.0
SO59884,,4516.0,2013-06-10,2013-06-17,2013-06-22,2443.0,1.0,2443.0
SO59884,,4516.0,2013-06-10,2013-06-17,2013-06-22,33.0,1.0,33.0
SO59884,,4516.0,2013-06-10,2013-06-17,2013-06-22,4.0,1.0,4.0
SO59884,,4516.0,2013-06-10,2013-06-17,2013-06-22,2.0,1.0,2.0
SO59885,,7113.0,2013-06-10,2013-06-17,2013-06-22,540.0,1.0,540.0
SO59885,,7113.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59886,,11909.0,2013-06-10,2013-06-17,2013-06-22,540.0,1.0,540.0
SO59886,,11909.0,2013-06-10,2013-06-17,2013-06-22,4.0,1.0,4.0
SO59886,,11909.0,2013-06-10,2013-06-17,2013-06-22,21.0,1.0,21.0
SO59886,,11909.0,2013-06-10,2013-06-17,2013-06-22,2.0,1.0,2.0
SO59887,,1469.0,2013-06-10,2013-06-17,2013-06-22,1120.0,1.0,1120.0
SO59887,,1469.0,2013-06-10,2013-06-17,2013-06-22,9.0,1.0,9.0
SO59887,,1469.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59887,,1469.0,2013-06-10,2013-06-17,2013-06-22,55.0,1.0,55.0
SO59888,,9930.0,2013-06-10,2013-06-17,2013-06-22,1215.0,1.0,1215.0
SO59888,,9930.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59889,,8263.0,2013-06-10,2013-06-17,2013-06-22,1215.0,1.0,1215.0
SO59889,,8263.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59890,,9824.0,2013-06-10,2013-06-17,2013-06-22,9.0,1.0,9.0
SO59890,,9824.0,2013-06-10,2013-06-17,2013-06-22,2384.0,1.0,2384.0
SO59891,,9036.0,2013-06-10,2013-06-17,2013-06-22,2384.0,1.0,2384.0
SO59891,,9036.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59891,,9036.0,2013-06-10,2013-06-17,2013-06-22,9.0,1.0,9.0
SO59891,,9036.0,2013-06-10,2013-06-17,2013-06-22,9.0,1.0,9.0
SO59892,,9964.0,2013-06-10,2013-06-17,2013-06-22,2384.0,1.0,2384.0
SO59892,,9964.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59893,,6762.0,2013-06-10,2013-06-17,2013-06-22,540.0,1.0,540.0
SO59893,,6762.0,2013-06-10,2013-06-17,2013-06-22,21.0,1.0,21.0
SO59893,,6762.0,2013-06-10,2013-06-17,2013-06-22,4.0,1.0,4.0
SO59893,,6762.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59893,,6762.0,2013-06-10,2013-06-17,2013-06-22,24.0,1.0,24.0
SO59894,,6702.0,2013-06-10,2013-06-17,2013-06-22,540.0,1.0,540.0
SO59894,,6702.0,2013-06-10,2013-06-17,2013-06-22,21.0,1.0,21.0
SO59894,,6702.0,2013-06-10,2013-06-17,2013-06-22,2.0,1.0,2.0
SO59895,,7693.0,2013-06-10,2013-06-17,2013-06-22,540.0,1.0,540.0
SO59895,,7693.0,2013-06-10,2013-06-17,2013-06-22,9.0,1.0,9.0
SO59895,,7693.0,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59895,,7693.0,2013-06-10,2013-06-17,2013-06-22,55.0,1.0,55.0
SO59896,,4859.0,2013-06-10,2013-06-17,2013-06-22,1120.0,1.0,1120.0
SO59896,,4859.0,2013-06-10,2013-06-17,2013-06-22,35.0,1.0,35.0
SO59897,,4731.0,2013-06-10,2013-06-17,2013-06-22,1120.0,1.0,1120.0
SO59898,,1809.0,2013-06-10,2013-06-17,2013-06-22,1701.0,1.0,1701.0
SO59898,,1809.0,2013-06-10,2013-06-17,2013-06-22,25.0,1.0,25.0
SO59899,,8564.0,2013-06-10,2013-06-17,2013-06-22,1120.0,1.0,1120.0
SO59899,,8564.0,2013-06-10,2013-06-17,2013-06-22,25.0,1.0,25.0
SO59899,,8564.0,2013-06-10,2013-06-17,2013-06-22,4.0,1.0,4.0
SO59899,,8564.0,2013-06-10,2013-06-17,2013-06-22,64.0,1.0,64.0
SO59900,,,2013-06-10,2013-06-17,2013-06-22,540.0,1.0,540.0
SO59901,,1617.0,2013-06-10,2013-06-17,2013-06-22,769.0,1.0,769.0
SO59901,,1617.0,2013-06-10,2013-06-17,2013-06-22,70.0,1.0,70.0
SO59902,,,2013-06-10,2013-06-17,2013-06-22,2384.0,1.0,2384.0
SO59902,,,2013-06-10,2013-06-17,2013-06-22,29.0,1.0,29.0
SO59902,,,2013-06-10,2013-06-17,2013-06-22,5.0,1.0,5.0
SO59902,,,2013-06-10,2013-06-17,2013-06-22,24.0,1.0,24.0
SO59903,,12037.0,2013-06-10,2013-06-17,2013-06-22,540.0,1.0,540.0
SO59903,,12037.0,2013-06-10,2013-06-17,2013-06-22,9.0,1.0,9.0
SO59904,,,2013-06-11,2013-06-18,2013-06-23,2320.0,1.0,2320.0
SO59904,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59904,,,2013-06-11,2013-06-18,2013-06-23,10.0,1.0,10.0
SO59905,,,2013-06-11,2013-06-18,2013-06-23,2320.0,1.0,2320.0
SO59905,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59905,,,2013-06-11,2013-06-18,2013-06-23,10.0,1.0,10.0
SO59905,,,2013-06-11,2013-06-18,2013-06-23,8.0,1.0,8.0
SO59906,,,2013-06-11,2013-06-18,2013-06-23,2295.0,1.0,2295.0
SO59906,,,2013-06-11,2013-06-18,2013-06-23,24.0,1.0,24.0
SO59906,,,2013-06-11,2013-06-18,2013-06-23,22.0,1.0,22.0
SO59907,,1272.0,2013-06-11,2013-06-18,2013-06-23,25.0,1.0,25.0
SO59907,,1272.0,2013-06-11,2013-06-18,2013-06-23,54.0,1.0,54.0
SO59908,,1597.0,2013-06-11,2013-06-18,2013-06-23,30.0,1.0,30.0
SO59908,,1597.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59908,,1597.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59909,,1769.0,2013-06-11,2013-06-18,2013-06-23,30.0,1.0,30.0
SO59910,,8992.0,2013-06-11,2013-06-18,2013-06-23,21.0,1.0,21.0
SO59911,,6515.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59911,,6515.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59911,,6515.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59912,,2983.0,2013-06-11,2013-06-18,2013-06-23,21.0,1.0,21.0
SO59913,,8074.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59913,,8074.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59914,,12983.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59914,,12983.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59915,,12256.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59915,,12256.0,2013-06-11,2013-06-18,2013-06-23,54.0,1.0,54.0
SO59916,,367.0,2013-06-11,2013-06-18,2013-06-23,4.0,1.0,4.0
SO59916,,367.0,2013-06-11,2013-06-18,2013-06-23,159.0,1.0,159.0
SO59917,,6748.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59918,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59919,,4135.0,2013-06-11,2013-06-18,2013-06-23,29.0,1.0,29.0
SO59919,,4135.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59920,,1789.0,2013-06-11,2013-06-18,2013-06-23,54.0,1.0,54.0
SO59921,,5471.0,2013-06-11,2013-06-18,2013-06-23,1701.0,1.0,1701.0
SO59921,,5471.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59922,,1653.0,2013-06-11,2013-06-18,2013-06-23,769.0,1.0,769.0
SO59922,,1653.0,2013-06-11,2013-06-18,2013-06-23,22.0,1.0,22.0
SO59922,,1653.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59923,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59924,,,2013-06-11,2013-06-18,2013-06-23,54.0,1.0,54.0
SO59925,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59925,,,2013-06-11,2013-06-18,2013-06-23,9.0,1.0,9.0
SO59925,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59926,,10791.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59926,,10791.0,2013-06-11,2013-06-18,2013-06-23,29.0,1.0,29.0
SO59927,,,2013-06-11,2013-06-18,2013-06-23,25.0,1.0,25.0
SO59928,,,2013-06-11,2013-06-18,2013-06-23,33.0,1.0,33.0
SO59928,,,2013-06-11,2013-06-18,2013-06-23,4.0,1.0,4.0
SO59929,,,2013-06-11,2013-06-18,2013-06-23,25.0,1.0,25.0
SO59929,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59930,,10662.0,2013-06-11,2013-06-18,2013-06-23,25.0,1.0,25.0
SO59930,,10662.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59930,,10662.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59931,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59931,,,2013-06-11,2013-06-18,2013-06-23,30.0,1.0,30.0
SO59931,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59932,,6907.0,2013-06-11,2013-06-18,2013-06-23,30.0,1.0,30.0
SO59932,,6907.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59932,,6907.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59933,,3937.0,2013-06-11,2013-06-18,2013-06-23,30.0,1.0,30.0
SO59933,,3937.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59933,,3937.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59934,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59934,,,2013-06-11,2013-06-18,2013-06-23,10.0,1.0,10.0
SO59935,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59935,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59936,,,2013-06-11,2013-06-18,2013-06-23,22.0,1.0,22.0
SO59936,,,2013-06-11,2013-06-18,2013-06-23,2.0,1.0,2.0
SO59937,,6552.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59937,,6552.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59938,,6118.0,2013-06-11,2013-06-18,2013-06-23,22.0,1.0,22.0
SO59938,,6118.0,2013-06-11,2013-06-18,2013-06-23,10.0,1.0,10.0
SO59938,,6118.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59938,,6118.0,2013-06-11,2013-06-18,2013-06-23,8.0,1.0,8.0
SO59939,,,2013-06-11,2013-06-18,2013-06-23,22.0,1.0,22.0
SO59939,,,2013-06-11,2013-06-18,2013-06-23,10.0,1.0,10.0
SO59939,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59940,,174.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59940,,174.0,2013-06-11,2013-06-18,2013-06-23,30.0,1.0,30.0
SO59940,,174.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59940,,174.0,2013-06-11,2013-06-18,2013-06-23,9.0,1.0,9.0
SO59941,,1001.0,2013-06-11,2013-06-18,2013-06-23,25.0,1.0,25.0
SO59941,,1001.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59941,,1001.0,2013-06-11,2013-06-18,2013-06-23,22.0,1.0,22.0
SO59941,,1001.0,2013-06-11,2013-06-18,2013-06-23,8.0,1.0,8.0
SO59942,,8480.0,2013-06-11,2013-06-18,2013-06-23,4.0,1.0,4.0
SO59942,,8480.0,2013-06-11,2013-06-18,2013-06-23,2.0,1.0,2.0
SO59943,,6057.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59943,,6057.0,2013-06-11,2013-06-18,2013-06-23,30.0,1.0,30.0
SO59943,,6057.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59944,,6376.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59945,,4715.0,2013-06-11,2013-06-18,2013-06-23,4.0,1.0,4.0
SO59945,,4715.0,2013-06-11,2013-06-18,2013-06-23,2.0,1.0,2.0
SO59946,,11395.0,2013-06-11,2013-06-18,2013-06-23,21.0,1.0,21.0
SO59947,,2297.0,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59947,,2297.0,2013-06-11,2013-06-18,2013-06-23,30.0,1.0,30.0
SO59947,,2297.0,2013-06-11,2013-06-18,2013-06-23,2.0,1.0,2.0
SO59948,,11695.0,2013-06-11,2013-06-18,2013-06-23,4.0,1.0,4.0
SO59948,,11695.0,2013-06-11,2013-06-18,2013-06-23,21.0,1.0,21.0
SO59948,,11695.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59949,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59949,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59949,,,2013-06-11,2013-06-18,2013-06-23,2.0,1.0,2.0
SO59949,,,2013-06-11,2013-06-18,2013-06-23,8.0,1.0,8.0
SO59950,,,2013-06-11,2013-06-18,2013-06-23,769.0,1.0,769.0
SO59950,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59950,,,2013-06-11,2013-06-18,2013-06-23,24.0,1.0,24.0
SO59951,,,2013-06-11,2013-06-18,2013-06-23,2320.0,1.0,2320.0
SO59952,,,2013-06-11,2013-06-18,2013-06-23,2320.0,1.0,2320.0
SO59952,,,2013-06-11,2013-06-18,2013-06-23,55.0,1.0,55.0
SO59953,,,2013-06-11,2013-06-18,2013-06-23,2320.0,1.0,2320.0
SO59953,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59953,,,2013-06-11,2013-06-18,2013-06-23,24.0,1.0,24.0
SO59954,,,2013-06-11,2013-06-18,2013-06-23,2295.0,1.0,2295.0
SO59954,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59954,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59954,,,2013-06-11,2013-06-18,2013-06-23,2.0,1.0,2.0
SO59955,,,2013-06-11,2013-06-18,2013-06-23,2295.0,1.0,2295.0
SO59955,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59955,,,2013-06-11,2013-06-18,2013-06-23,5.0,1.0,5.0
SO59955,,,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59955,,,2013-06-11,2013-06-18,2013-06-23,24.0,1.0,24.0
SO59956,,,2013-06-11,2013-06-18,2013-06-23,2320.0,1.0,2320.0
SO59956,,,2013-06-11,2013-06-18,2013-06-23,22.0,1.0,22.0
SO59956,,,2013-06-11,2013-06-18,2013-06-23,64.0,1.0,64.0
SO59957,,,2013-06-11,2013-06-18,2013-06-23,2320.0,1.0,2320.0
SO59958,,11491.0,2013-06-11,2013-06-18,2013-06-23,742.0,1.0,742.0
SO59958,,11491.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59958,,11491.0,2013-06-11,2013-06-18,2013-06-23,9.0,1.0,9.0
SO59959,,4153.0,2013-06-11,2013-06-18,2013-06-23,1701.0,1.0,1701.0
SO59960,,1823.0,2013-06-11,2013-06-18,2013-06-23,2443.0,1.0,2443.0
SO59960,,1823.0,2013-06-11,2013-06-18,2013-06-23,4.0,1.0,4.0
SO59960,,1823.0,2013-06-11,2013-06-18,2013-06-23,33.0,1.0,33.0
SO59960,,1823.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59961,,1064.0,2013-06-11,2013-06-18,2013-06-23,1120.0,1.0,1120.0
SO59961,,1064.0,2013-06-11,2013-06-18,2013-06-23,24.0,1.0,24.0
SO59961,,1064.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
SO59962,,7114.0,2013-06-11,2013-06-18,2013-06-23,540.0,1.0,540.0
SO59963,,1908.0,2013-06-11,2013-06-18,2013-06-23,1120.0,1.0,1120.0
SO59963,,1908.0,2013-06-11,2013-06-18,2013-06-23,35.0,1.0,35.0
