order_number,order_date,sales_amount,quantity,price,category,country,customer_id,shipping_days
SO65038,2013-08-27,35.0,1.0,35.0,,,,7.0
SO65039,2013-08-27,25.0,1.0,25.0,,United States,AW00025914,7.0
SO65039,2013-08-27,5.0,1.0,5.0,,United States,AW00025914,7.0
SO65039,2013-08-27,8.0,1.0,8.0,,United States,AW00025914,7.0
SO65040,2013-08-27,25.0,1.0,25.0,,United States,AW00025841,7.0
SO65040,2013-08-27,5.0,1.0,5.0,,United States,AW00025841,7.0
SO65040,2013-08-27,35.0,1.0,35.0,,United States,AW00025841,7.0
SO65041,2013-08-27,30.0,1.0,30.0,,United States,AW00022083,7.0
SO65041,2013-08-27,5.0,1.0,5.0,,United States,AW00022083,7.0
SO65041,2013-08-27,120.0,1.0,120.0,,United States,AW00022083,7.0
SO65042,2013-08-27,10.0,1.0,10.0,,,,7.0
SO65042,2013-08-27,5.0,1.0,5.0,,,,7.0
SO65043,2013-08-27,70.0,1.0,70.0,,Canada,AW00028341,7.0
SO65043,2013-08-27,9.0,1.0,9.0,,Canada,AW00028341,7.0
SO65043,2013-08-27,50.0,1.0,50.0,,Canada,AW00028341,7.0
SO65044,2013-08-27,5.0,1.0,5.0,,,,7.0
SO65045,2013-08-27,5.0,1.0,5.0,,Canada,AW00019751,7.0
SO65046,2013-08-27,22.0,1.0,22.0,,,,7.0
SO65046,2013-08-27,50.0,1.0,50.0,,,,7.0
SO65047,2013-08-27,35.0,1.0,35.0,,France,AW00017219,7.0
SO65048,2013-08-27,30.0,1.0,30.0,,United Kingdom,AW00020809,7.0
SO65048,2013-08-27,2.0,1.0,2.0,,United Kingdom,AW00020809,7.0
SO65049,2013-08-27,25.0,1.0,25.0,,Germany,AW00019900,7.0
SO65049,2013-08-27,2.0,1.0,2.0,,Germany,AW00019900,7.0
SO65050,2013-08-27,30.0,1.0,30.0,,France,AW00017931,7.0
SO65051,2013-08-27,5.0,1.0,5.0,,United Kingdom,AW00022589,7.0
SO65052,2013-08-27,5.0,1.0,5.0,,United Kingdom,AW00022622,7.0
SO65052,2013-08-27,54.0,1.0,54.0,,United Kingdom,AW00022622,7.0
SO65053,2013-08-27,4.0,1.0,4.0,,United Kingdom,AW00021839,7.0
SO65053,2013-08-27,64.0,1.0,64.0,,United Kingdom,AW00021839,7.0
SO65053,2013-08-27,25.0,1.0,25.0,,United Kingdom,AW00021839,7.0
SO65054,2013-08-27,5.0,1.0,5.0,,United Kingdom,AW00020585,7.0
SO65054,2013-08-27,25.0,1.0,25.0,,United Kingdom,AW00020585,7.0
SO65054,2013-08-27,2.0,1.0,2.0,,United Kingdom,AW00020585,7.0
SO65055,2013-08-27,30.0,1.0,30.0,,,,7.0
SO65055,2013-08-27,2.0,1.0,2.0,,,,7.0
SO65056,2013-08-27,21.0,1.0,21.0,,France,AW00022499,7.0
SO65056,2013-08-27,2.0,1.0,2.0,,France,AW00022499,7.0
SO65057,2013-08-27,5.0,1.0,5.0,,France,AW00025518,7.0
SO65057,2013-08-27,35.0,1.0,35.0,,France,AW00025518,7.0
SO65058,2013-08-27,35.0,1.0,35.0,,,,7.0
SO65059,2013-08-27,9.0,1.0,9.0,,,,7.0
SO65059,2013-08-27,5.0,1.0,5.0,,,,7.0
SO65059,2013-08-27,24.0,1.0,24.0,,,,7.0
SO65060,2013-08-27,769.0,1.0,769.0,,,,7.0
SO65060,2013-08-27,35.0,1.0,35.0,,,,7.0
SO65060,2013-08-27,24.0,1.0,24.0,,,,7.0
SO65061,2013-08-27,769.0,1.0,769.0,,United States,AW00018943,7.0
SO65061,2013-08-27,70.0,1.0,70.0,,United States,AW00018943,7.0
SO65061,2013-08-27,64.0,1.0,64.0,,United States,AW00018943,7.0
SO65062,2013-08-27,540.0,1.0,540.0,,United States,AW00019812,7.0
SO65062,2013-08-27,10.0,1.0,10.0,,United States,AW00019812,7.0
SO65062,2013-08-27,5.0,1.0,5.0,,United States,AW00019812,7.0
SO65062,2013-08-27,35.0,1.0,35.0,,United States,AW00019812,7.0
SO65063,2013-08-27,2320.0,1.0,2320.0,,,,7.0
SO65063,2013-08-27,120.0,1.0,120.0,,,,7.0
SO65064,2013-08-27,2320.0,1.0,2320.0,,,,7.0
SO65064,2013-08-27,35.0,1.0,35.0,,,,7.0
SO65064,2013-08-27,22.0,1.0,22.0,,,,7.0
SO65064,2013-08-27,5.0,1.0,5.0,,,,7.0
SO65064,2013-08-27,10.0,1.0,10.0,,,,7.0
SO65064,2013-08-27,35.0,1.0,35.0,,,,7.0
SO65065,2013-08-27,2295.0,1.0,2295.0,,,,7.0
SO65065,2013-08-27,22.0,1.0,22.0,,,,7.0
SO65065,2013-08-27,35.0,1.0,35.0,,,,7.0
SO65066,2013-08-27,2384.0,1.0,2384.0,,,,7.0
SO65066,2013-08-27,9.0,1.0,9.0,,,,7.0
SO65066,2013-08-27,5.0,1.0,5.0,,,,7.0
SO65067,2013-08-27,2443.0,1.0,2443.0,,Australia,AW00021202,7.0
SO65067,2013-08-27,8.0,1.0,8.0,,Australia,AW00021202,7.0
SO65068,2013-08-27,2443.0,1.0,2443.0,,Australia,AW00021203,7.0
SO65068,2013-08-27,9.0,1.0,9.0,,Australia,AW00021203,7.0
SO65069,2013-08-27,2443.0,1.0,2443.0,,Australia,AW00018268,7.0
SO65069,2013-08-27,33.0,1.0,33.0,,Australia,AW00018268,7.0
SO65069,2013-08-27,4.0,1.0,4.0,,Australia,AW00018268,7.0
SO65069,2013-08-27,35.0,1.0,35.0,,Australia,AW00018268,7.0
SO65069,2013-08-27,9.0,1.0,9.0,,Australia,AW00018268,7.0
SO65070,2013-08-27,2320.0,1.0,2320.0,,,,7.0
SO65070,2013-08-27,5.0,1.0,5.0,,,,7.0
SO65070,2013-08-27,35.0,1.0,35.0,,,,7.0
SO65070,2013-08-27,35.0,1.0,35.0,,,,7.0
SO65070,2013-08-27,54.0,1.0,54.0,,,,7.0
SO65070,2013-08-27,9.0,1.0,9.0,,,,7.0
SO65071,2013-08-27,2320.0,1.0,2320.0,,,,7.0
SO65071,2013-08-27,22.0,1.0,22.0,,,,7.0
SO65072,2013-08-27,2384.0,1.0,2384.0,,United States,AW00026083,7.0
SO65072,2013-08-27,35.0,1.0,35.0,,United States,AW00026083,7.0
SO65073,2013-08-27,2384.0,1.0,2384.0,,United States,AW00024688,7.0
SO65073,2013-08-27,9.0,1.0,9.0,,United States,AW00024688,7.0
SO65074,2013-08-27,2384.0,1.0,2384.0,,United States,AW00024761,7.0
SO65074,2013-08-27,35.0,1.0,35.0,,United States,AW00024761,7.0
SO65075,2013-08-27,2384.0,1.0,2384.0,,United States,AW00026320,7.0
SO65075,2013-08-27,9.0,1.0,9.0,,United States,AW00026320,7.0
SO65076,2013-08-27,540.0,1.0,540.0,,United States,AW00023135,7.0
SO65076,2013-08-27,5.0,1.0,5.0,,United States,AW00023135,7.0
SO65076,2013-08-27,9.0,1.0,9.0,,United States,AW00023135,7.0
SO65077,2013-08-27,1120.0,1.0,1120.0,,,AW00020685,7.0
SO65077,2013-08-27,35.0,1.0,35.0,,,AW00020685,7.0
SO65078,2013-08-27,1120.0,1.0,1120.0,,,AW00020693,7.0
SO65078,2013-08-27,35.0,1.0,35.0,,,AW00020693,7.0
SO65079,2013-08-27,1120.0,1.0,1120.0,,,AW00020701,7.0
SO65079,2013-08-27,35.0,1.0,35.0,,,AW00020701,7.0
SO65080,2013-08-27,1701.0,1.0,1701.0,,United States,AW00017666,7.0
SO65080,2013-08-27,35.0,1.0,35.0,,United States,AW00017666,7.0
SO65081,2013-08-27,1120.0,1.0,1120.0,,France,AW00020846,7.0
SO65081,2013-08-27,54.0,1.0,54.0,,France,AW00020846,7.0
SO65082,2013-08-27,1120.0,1.0,1120.0,,United Kingdom,AW00027928,7.0
SO65083,2013-08-27,1120.0,1.0,1120.0,,United Kingdom,AW00024104,7.0
SO65083,2013-08-27,35.0,1.0,35.0,,United Kingdom,AW00024104,7.0
SO65084,2013-08-27,540.0,1.0,540.0,,Germany,AW00023961,7.0
SO65084,2013-08-27,21.0,1.0,21.0,,Germany,AW00023961,7.0
SO65084,2013-08-27,4.0,1.0,4.0,,Germany,AW00023961,7.0
SO65084,2013-08-27,120.0,1.0,120.0,,Germany,AW00023961,7.0
SO65085,2013-08-27,540.0,1.0,540.0,,France,AW00022603,7.0
SO65085,2013-08-27,21.0,1.0,21.0,,France,AW00022603,7.0
SO65086,2013-08-27,540.0,1.0,540.0,,United Kingdom,AW00027781,7.0
SO65086,2013-08-27,35.0,1.0,35.0,,United Kingdom,AW00027781,7.0
SO65087,2013-08-27,2384.0,1.0,2384.0,,,,7.0
SO65087,2013-08-27,5.0,1.0,5.0,,,,7.0
SO65087,2013-08-27,9.0,1.0,9.0,,,,7.0
SO65087,2013-08-27,55.0,1.0,55.0,,,,7.0
SO65088,2013-08-27,742.0,1.0,742.0,,Australia,AW00029090,7.0
SO65088,2013-08-27,29.0,1.0,29.0,,Australia,AW00029090,7.0
SO65088,2013-08-27,5.0,1.0,5.0,,Australia,AW00029090,7.0
SO65088,2013-08-27,2.0,1.0,2.0,,Australia,AW00029090,7.0
SO65091,2013-08-28,25.0,1.0,25.0,,,,7.0
SO65091,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65091,2013-08-28,2.0,1.0,2.0,,,,7.0
SO65092,2013-08-28,21.0,1.0,21.0,,Australia,AW00026034,7.0
SO65093,2013-08-28,5.0,1.0,5.0,,Australia,AW00023087,7.0
SO65093,2013-08-28,35.0,1.0,35.0,,Australia,AW00023087,7.0
SO65094,2013-08-28,2.0,1.0,2.0,,Australia,AW00018712,7.0
SO65095,2013-08-28,1701.0,1.0,1701.0,,France,AW00024208,7.0
SO65095,2013-08-28,9.0,1.0,9.0,,France,AW00024208,7.0
SO65096,2013-08-28,2295.0,1.0,2295.0,,,,7.0
SO65096,2013-08-28,55.0,1.0,55.0,,,,7.0
SO65097,2013-08-28,2320.0,1.0,2320.0,,,,7.0
SO65097,2013-08-28,10.0,1.0,10.0,,,,7.0
SO65097,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65097,2013-08-28,64.0,1.0,64.0,,,,7.0
SO65098,2013-08-28,2295.0,1.0,2295.0,,,,7.0
SO65099,2013-08-28,35.0,1.0,35.0,,,,7.0
SO65099,2013-08-28,50.0,1.0,50.0,,,,7.0
SO65100,2013-08-28,54.0,1.0,54.0,,,,7.0
SO65101,2013-08-28,4.0,1.0,4.0,,,,7.0
SO65101,2013-08-28,2.0,1.0,2.0,,,,7.0
SO65102,2013-08-28,4.0,1.0,4.0,,,,7.0
SO65102,2013-08-28,50.0,1.0,50.0,,,,7.0
SO65103,2013-08-28,4.0,1.0,4.0,,,,7.0
SO65103,2013-08-28,159.0,1.0,159.0,,,,7.0
SO65104,2013-08-28,2.0,1.0,2.0,,,,7.0
SO65105,2013-08-28,4.0,1.0,4.0,,United States,AW00027505,7.0
SO65105,2013-08-28,21.0,1.0,21.0,,United States,AW00027505,7.0
SO65106,2013-08-28,25.0,1.0,25.0,,United States,AW00026471,7.0
SO65107,2013-08-28,24.0,1.0,24.0,,United States,AW00025933,7.0
SO65107,2013-08-28,25.0,1.0,25.0,,United States,AW00025933,7.0
SO65108,2013-08-28,33.0,1.0,33.0,,United States,AW00024511,7.0
SO65108,2013-08-28,4.0,1.0,4.0,,United States,AW00024511,7.0
SO65109,2013-08-28,30.0,1.0,30.0,,,,7.0
SO65109,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65109,2013-08-28,35.0,1.0,35.0,,,,7.0
SO65109,2013-08-28,24.0,1.0,24.0,,,,7.0
SO65110,2013-08-28,30.0,1.0,30.0,,United States,AW00023025,7.0
SO65111,2013-08-28,5.0,1.0,5.0,,,AW00020643,7.0
SO65111,2013-08-28,10.0,1.0,10.0,,,AW00020643,7.0
SO65112,2013-08-28,70.0,1.0,70.0,,United States,AW00019020,7.0
SO65112,2013-08-28,54.0,1.0,54.0,,United States,AW00019020,7.0
SO65113,2013-08-28,9.0,1.0,9.0,,United States,AW00016856,7.0
SO65113,2013-08-28,5.0,1.0,5.0,,United States,AW00016856,7.0
SO65114,2013-08-28,5.0,1.0,5.0,,United States,AW00016064,7.0
SO65114,2013-08-28,2.0,1.0,2.0,,United States,AW00016064,7.0
SO65115,2013-08-28,22.0,1.0,22.0,,,,7.0
SO65115,2013-08-28,10.0,1.0,10.0,,,,7.0
SO65115,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65116,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65116,2013-08-28,35.0,1.0,35.0,,,,7.0
SO65117,2013-08-28,4.0,1.0,4.0,,France,AW00020593,7.0
SO65117,2013-08-28,25.0,1.0,25.0,,France,AW00020593,7.0
SO65117,2013-08-28,2.0,1.0,2.0,,France,AW00020593,7.0
SO65118,2013-08-28,4.0,1.0,4.0,,Germany,AW00018636,7.0
SO65118,2013-08-28,55.0,1.0,55.0,,Germany,AW00018636,7.0
SO65119,2013-08-28,4.0,1.0,4.0,,United Kingdom,AW00027337,7.0
SO65119,2013-08-28,8.0,1.0,8.0,,United Kingdom,AW00027337,7.0
SO65120,2013-08-28,4.0,1.0,4.0,,United Kingdom,AW00026408,7.0
SO65120,2013-08-28,35.0,1.0,35.0,,United Kingdom,AW00026408,7.0
SO65121,2013-08-28,4.0,1.0,4.0,,Germany,AW00022815,7.0
SO65121,2013-08-28,9.0,1.0,9.0,,Germany,AW00022815,7.0
SO65122,2013-08-28,29.0,1.0,29.0,,France,AW00026871,7.0
SO65122,2013-08-28,5.0,1.0,5.0,,France,AW00026871,7.0
SO65122,2013-08-28,55.0,1.0,55.0,,France,AW00026871,7.0
SO65123,2013-08-28,5.0,1.0,5.0,,United Kingdom,AW00023236,7.0
SO65123,2013-08-28,2.0,1.0,2.0,,United Kingdom,AW00023236,7.0
SO65124,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65124,2013-08-28,35.0,1.0,35.0,,,,7.0
SO65124,2013-08-28,2.0,1.0,2.0,,,,7.0
SO65125,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65125,2013-08-28,35.0,1.0,35.0,,,,7.0
SO65126,2013-08-28,22.0,1.0,22.0,,,,7.0
SO65126,2013-08-28,50.0,1.0,50.0,,,,7.0
SO65127,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65127,2013-08-28,35.0,1.0,35.0,,,,7.0
SO65127,2013-08-28,22.0,1.0,22.0,,,,7.0
SO65127,2013-08-28,50.0,1.0,50.0,,,,7.0
SO65128,2013-08-28,9.0,1.0,9.0,,,,7.0
SO65129,2013-08-28,50.0,1.0,50.0,,,,7.0
SO65130,2013-08-28,35.0,1.0,35.0,,,,7.0
SO65130,2013-08-28,54.0,1.0,54.0,,,,7.0
SO65131,2013-08-28,565.0,1.0,565.0,,United States,AW00019780,7.0
SO65131,2013-08-28,5.0,1.0,5.0,,United States,AW00019780,7.0
SO65131,2013-08-28,10.0,1.0,10.0,,United States,AW00019780,7.0
SO65131,2013-08-28,35.0,1.0,35.0,,United States,AW00019780,7.0
SO65132,2013-08-28,2295.0,1.0,2295.0,,,,7.0
SO65133,2013-08-28,2320.0,1.0,2320.0,,Canada,AW00016011,7.0
SO65133,2013-08-28,55.0,1.0,55.0,,Canada,AW00016011,7.0
SO65133,2013-08-28,8.0,1.0,8.0,,Canada,AW00016011,7.0
SO65133,2013-08-28,24.0,1.0,24.0,,Canada,AW00016011,7.0
SO65134,2013-08-28,742.0,1.0,742.0,,Germany,AW00028513,7.0
SO65134,2013-08-28,29.0,1.0,29.0,,Germany,AW00028513,7.0
SO65134,2013-08-28,5.0,1.0,5.0,,Germany,AW00028513,7.0
SO65134,2013-08-28,35.0,1.0,35.0,,Germany,AW00028513,7.0
SO65135,2013-08-28,2384.0,1.0,2384.0,,,,7.0
SO65135,2013-08-28,9.0,1.0,9.0,,,,7.0
SO65135,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65136,2013-08-28,2384.0,1.0,2384.0,,United Kingdom,AW00028697,7.0
SO65136,2013-08-28,9.0,1.0,9.0,,United Kingdom,AW00028697,7.0
SO65136,2013-08-28,5.0,1.0,5.0,,United Kingdom,AW00028697,7.0
SO65136,2013-08-28,54.0,1.0,54.0,,United Kingdom,AW00028697,7.0
SO65137,2013-08-28,1215.0,1.0,1215.0,,France,AW00025600,7.0
SO65137,2013-08-28,54.0,1.0,54.0,,France,AW00025600,7.0
SO65138,2013-08-28,1701.0,1.0,1701.0,,Australia,AW00020429,7.0
SO65138,2013-08-28,35.0,1.0,35.0,,Australia,AW00020429,7.0
SO65138,2013-08-28,64.0,1.0,64.0,,Australia,AW00020429,7.0
SO65139,2013-08-28,1701.0,1.0,1701.0,,Australia,AW00020284,7.0
SO65139,2013-08-28,9.0,1.0,9.0,,Australia,AW00020284,7.0
SO65139,2013-08-28,5.0,1.0,5.0,,Australia,AW00020284,7.0
SO65139,2013-08-28,35.0,1.0,35.0,,Australia,AW00020284,7.0
SO65140,2013-08-28,1120.0,1.0,1120.0,,Australia,AW00025250,7.0
SO65140,2013-08-28,4.0,1.0,4.0,,Australia,AW00025250,7.0
SO65140,2013-08-28,25.0,1.0,25.0,,Australia,AW00025250,7.0
SO65140,2013-08-28,35.0,1.0,35.0,,Australia,AW00025250,7.0
SO65141,2013-08-28,1120.0,1.0,1120.0,,Australia,AW00025271,7.0
SO65141,2013-08-28,35.0,1.0,35.0,,Australia,AW00025271,7.0
SO65142,2013-08-28,2443.0,1.0,2443.0,,Australia,AW00021167,7.0
SO65142,2013-08-28,33.0,1.0,33.0,,Australia,AW00021167,7.0
SO65143,2013-08-28,2295.0,1.0,2295.0,,,,7.0
SO65143,2013-08-28,35.0,1.0,35.0,,,,7.0
SO65143,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65143,2013-08-28,2.0,1.0,2.0,,,,7.0
SO65144,2013-08-28,2320.0,1.0,2320.0,,,,7.0
SO65144,2013-08-28,10.0,1.0,10.0,,,,7.0
SO65144,2013-08-28,5.0,1.0,5.0,,,,7.0
SO65145,2013-08-28,9.0,1.0,9.0,,United States,AW00026511,7.0
SO65145,2013-08-28,2384.0,1.0,2384.0,,United States,AW00026511,7.0
SO65146,2013-08-28,2384.0,1.0,2384.0,,United States,AW00026338,7.0
SO65146,2013-08-28,35.0,1.0,35.0,,United States,AW00026338,7.0
SO65147,2013-08-28,2384.0,1.0,2384.0,,United States,AW00026326,7.0
SO65147,2013-08-28,9.0,1.0,9.0,,United States,AW00026326,7.0
SO65148,2013-08-28,1701.0,1.0,1701.0,,,AW00020706,7.0
SO65148,2013-08-28,50.0,1.0,50.0,,,AW00020706,7.0
SO65148,2013-08-28,9.0,1.0,9.0,,,AW00020706,7.0
SO65149,2013-08-28,2384.0,1.0,2384.0,,Germany,AW00018134,7.0
SO65149,2013-08-28,9.0,1.0,9.0,,Germany,AW00018134,7.0
SO65150,2013-08-28,769.0,1.0,769.0,,,,7.0
SO65150,2013-08-28,9.0,1.0,9.0,,,,7.0
SO65150,2013-08-28,70.0,1.0,70.0,,,,7.0
SO65324,2013-08-29,1701.0,1.0,1701.0,,Germany,AW00025658,7.0
SO65324,2013-08-29,35.0,1.0,35.0,,Germany,AW00025658,7.0
SO65325,2013-08-29,1701.0,1.0,1701.0,,France,AW00024709,7.0
SO65325,2013-08-29,35.0,1.0,35.0,,France,AW00024709,7.0
SO65326,2013-08-29,1701.0,1.0,1701.0,,United Kingdom,AW00022452,7.0
SO65326,2013-08-29,35.0,1.0,35.0,,United Kingdom,AW00022452,7.0
SO65327,2013-08-29,1701.0,1.0,1701.0,,United Kingdom,AW00022427,7.0
SO65328,2013-08-29,1701.0,1.0,1701.0,,United Kingdom,AW00022502,7.0
SO65328,2013-08-29,35.0,1.0,35.0,,United Kingdom,AW00022502,7.0
SO65329,2013-08-29,2320.0,1.0,2320.0,,United Kingdom,AW00017225,7.0
SO65329,2013-08-29,2.0,1.0,2.0,,United Kingdom,AW00017225,7.0
SO65330,2013-08-29,2295.0,1.0,2295.0,,,,7.0
SO65330,2013-08-29,10.0,1.0,10.0,,,,7.0
SO65330,2013-08-29,5.0,1.0,5.0,,,,7.0
SO65330,2013-08-29,9.0,1.0,9.0,,,,7.0
SO65331,2013-08-29,22.0,1.0,22.0,,Australia,AW00023563,7.0
SO65331,2013-08-29,35.0,1.0,35.0,,Australia,AW00023563,7.0
SO65332,2013-08-29,9.0,1.0,9.0,,Australia,AW00024473,7.0
SO65332,2013-08-29,5.0,1.0,5.0,,Australia,AW00024473,7.0
SO65333,2013-08-29,9.0,1.0,9.0,,Australia,AW00022002,7.0
SO65333,2013-08-29,70.0,1.0,70.0,,Australia,AW00022002,7.0
SO65334,2013-08-29,10.0,1.0,10.0,,Australia,AW00029320,7.0
SO65334,2013-08-29,5.0,1.0,5.0,,Australia,AW00029320,7.0
SO65334,2013-08-29,9.0,1.0,9.0,,Australia,AW00029320,7.0
SO65335,2013-08-29,120.0,1.0,120.0,,,,7.0
SO65336,2013-08-29,33.0,1.0,33.0,,Australia,AW00016674,7.0
SO65336,2013-08-29,4.0,1.0,4.0,,Australia,AW00016674,7.0
SO65336,2013-08-29,2.0,1.0,2.0,,Australia,AW00016674,7.0
SO65337,,2295.0,1.0,2295.0,,United Kingdom,AW00018160,
SO65337,2013-08-29,10.0,1.0,10.0,,United Kingdom,AW00018160,7.0
SO65337,2013-08-29,35.0,1.0,35.0,,United Kingdom,AW00018160,7.0
SO65338,2013-08-29,2443.0,1.0,2443.0,,France,AW00022647,7.0
SO65338,,120.0,1.0,120.0,,France,AW00022647,
SO65339,2013-08-29,1701.0,1.0,1701.0,,United Kingdom,AW00022504,7.0
SO65339,2013-08-29,35.0,1.0,35.0,,United Kingdom,AW00022504,7.0
SO65340,,5.0,1.0,5.0,,United States,AW00027039,
SO65341,2013-08-29,33.0,1.0,33.0,,Canada,AW00016213,7.0
SO65342,2013-08-29,29.0,1.0,29.0,,,,7.0
SO65342,2013-08-29,5.0,1.0,5.0,,,,7.0
SO65343,2013-08-29,5.0,1.0,5.0,,United States,AW00027457,7.0
SO65343,2013-08-29,29.0,1.0,29.0,,United States,AW00027457,7.0
SO65343,2013-08-29,24.0,1.0,24.0,,United States,AW00027457,7.0
SO65344,2013-08-29,33.0,1.0,33.0,,,,7.0
SO65344,2013-08-29,9.0,1.0,9.0,,,,7.0
SO65345,2013-08-29,25.0,1.0,25.0,,United States,AW00026244,7.0
SO65345,2013-08-29,24.0,1.0,24.0,,United States,AW00026244,7.0
SO65346,2013-08-29,33.0,1.0,33.0,,United States,AW00024416,7.0
SO65346,2013-08-29,4.0,1.0,4.0,,United States,AW00024416,7.0
SO65346,2013-08-29,35.0,1.0,35.0,,United States,AW00024416,7.0
SO65346,2013-08-29,24.0,1.0,24.0,,United States,AW00024416,7.0
SO65347,2013-08-29,33.0,1.0,33.0,,United States,AW00024642,7.0
SO65347,2013-08-29,4.0,1.0,4.0,,United States,AW00024642,7.0
SO65347,2013-08-29,2.0,1.0,2.0,,United States,AW00024642,7.0
SO65348,2013-08-29,10.0,1.0,10.0,,,,7.0
SO65348,2013-08-29,5.0,1.0,5.0,,,,7.0
SO65348,2013-08-29,9.0,1.0,9.0,,,,7.0
SO65349,2013-08-29,10.0,1.0,10.0,,United States,AW00021786,7.0
SO65349,2013-08-29,5.0,1.0,5.0,,United States,AW00021786,7.0
SO65349,2013-08-29,55.0,1.0,55.0,,United States,AW00021786,7.0
SO65349,2013-08-29,50.0,1.0,50.0,,United States,AW00021786,7.0
SO65350,2013-08-29,5.0,1.0,5.0,,United States,AW00018402,7.0
SO65351,2013-08-29,5.0,1.0,5.0,,,,7.0
SO65351,2013-08-29,35.0,1.0,35.0,,,,7.0
SO65352,2013-08-29,9.0,1.0,9.0,,United States,AW00018087,7.0
SO65352,2013-08-29,5.0,1.0,5.0,,United States,AW00018087,7.0
SO65353,2013-08-29,9.0,1.0,9.0,,United States,AW00019656,7.0
SO65353,2013-08-29,5.0,1.0,5.0,,United States,AW00019656,7.0
SO65354,2013-08-29,5.0,1.0,5.0,,United States,AW00016217,7.0
SO65354,2013-08-29,120.0,1.0,120.0,,United States,AW00016217,7.0
SO65355,2013-08-29,5.0,1.0,5.0,,Canada,AW00022026,7.0
SO65355,2013-08-29,35.0,1.0,35.0,,Canada,AW00022026,7.0
SO65356,2013-08-29,5.0,1.0,5.0,,Canada,AW00019757,7.0
SO65357,2013-08-29,22.0,1.0,22.0,,,,7.0
SO65357,2013-08-29,35.0,1.0,35.0,,,,7.0
SO65358,2013-08-29,64.0,1.0,64.0,,Canada,AW00018756,7.0
SO65358,2013-08-29,22.0,1.0,22.0,,Canada,AW00018756,7.0
SO65359,2013-08-29,22.0,1.0,22.0,,,,7.0
SO65359,2013-08-29,50.0,1.0,50.0,,,,7.0
SO65360,2013-08-29,25.0,1.0,25.0,,Germany,AW00019249,7.0
SO65360,2013-08-29,4.0,1.0,4.0,,Germany,AW00019249,7.0
SO65360,2013-08-29,35.0,1.0,35.0,,Germany,AW00019249,7.0
SO65361,2013-08-29,25.0,1.0,25.0,,France,AW00016439,7.0
SO65362,2013-08-29,4.0,1.0,4.0,,United Kingdom,AW00025755,7.0
SO65362,2013-08-29,2.0,1.0,2.0,,United Kingdom,AW00025755,7.0
SO65363,2013-08-29,29.0,1.0,29.0,,,,7.0
SO65363,2013-08-29,5.0,1.0,5.0,,,,7.0
SO65363,2013-08-29,9.0,1.0,9.0,,,,7.0
SO65363,2013-08-29,5.0,1.0,5.0,,,,7.0
SO65363,2013-08-29,8.0,1.0,8.0,,,,7.0
SO65364,2013-08-29,29.0,1.0,29.0,,,,7.0
SO65364,2013-08-29,5.0,1.0,5.0,,,,7.0
SO65365,2013-08-29,4.0,1.0,4.0,,France,AW00019489,7.0
SO65365,2013-08-29,35.0,1.0,35.0,,France,AW00019489,7.0
SO65366,2013-08-29,5.0,1.0,5.0,,Germany,AW00028887,7.0
SO65366,2013-08-29,35.0,1.0,35.0,,Germany,AW00028887,7.0
SO65367,2013-08-29,5.0,1.0,5.0,,,,7.0
SO65367,2013-08-29,35.0,1.0,35.0,,,,7.0
SO65368,2013-08-29,29.0,1.0,29.0,,France,AW00025688,7.0
SO65368,2013-08-29,5.0,1.0,5.0,,France,AW00025688,7.0
SO65368,2013-08-29,35.0,1.0,35.0,,France,AW00025688,7.0
SO65369,2013-08-29,22.0,1.0,22.0,,Canada,AW00015878,7.0
SO65369,2013-08-29,55.0,1.0,55.0,,Canada,AW00015878,7.0
SO65370,2013-08-29,2320.0,1.0,2320.0,,United States,AW00015899,7.0
SO65370,2013-08-29,22.0,1.0,22.0,,United States,AW00015899,7.0
SO65370,2013-08-29,9.0,1.0,9.0,,United States,AW00015899,7.0
SO65371,2013-08-29,2320.0,1.0,2320.0,,Canada,AW00017403,7.0
SO65371,2013-08-29,2.0,1.0,2.0,,Canada,AW00017403,7.0
SO65372,2013-08-29,2295.0,1.0,2295.0,,United States,AW00015737,7.0
SO65372,2013-08-29,22.0,1.0,22.0,,United States,AW00015737,7.0
SO65372,2013-08-29,5.0,1.0,5.0,,United States,AW00015737,7.0
SO65372,2013-08-29,10.0,1.0,10.0,,United States,AW00015737,7.0
SO65372,2013-08-29,2.0,1.0,2.0,,United States,AW00015737,7.0
SO65373,2013-08-29,2295.0,1.0,2295.0,,United States,AW00016007,7.0
SO65373,2013-08-29,35.0,1.0,35.0,,United States,AW00016007,7.0
SO65374,2013-08-29,2320.0,1.0,2320.0,,United States,AW00015949,7.0
SO65374,2013-08-29,55.0,1.0,55.0,,United States,AW00015949,7.0
SO65375,2013-08-29,1701.0,1.0,1701.0,,,,7.0
SO65375,2013-08-29,25.0,1.0,25.0,,,,7.0
